objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
Unmatched: Jurassic Park ??InGen vs Raptors,284777,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323387,6.85788,8.10396,2.0588,668,8755,thing,Unmatched: Jurassic Park ??InGen vs Raptors,2,2,40,40,20,2020,2,2,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Little Red Riding Hood vs. Beowulf,325635,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323391,6.97457,8.07176,2,527,11411,thing,Unmatched: Little Red Riding Hood vs. Beowulf,2,2,20,20,20,2020,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Redemption Row,326933,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323404,6.47198,8.19173,2.125,1374,5609,thing,Unmatched: Redemption Row,2,3,40,40,20,2022,"2,3",2,8+,,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Robin Hood vs. Bigfoot,274638,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323399,7.06765,7.89809,1.918,419,13197,thing,Unmatched: Robin Hood vs. Bigfoot,2,2,20,20,20,2019,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Slings and Arrows,415945,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323409,6.35449,8.40396,2.5,1682,4448,thing,Unmatched: Slings and Arrows,2,4,40,40,20,2024,"2,4","2,4",8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Sun's Origin,383469,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323414,6.27856,8.28015,2,1917,4205,thing,Unmatched: Sun's Origin,2,2,40,40,20,2024,2,2,8+,,,,,,,standalone,,,,,,,,,,,,,,,
Unmatched: Teen Spirit,326936,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126323423,6.01657,7.81587,2.125,3049,3888,thing,Unmatched: Teen Spirit,2,3,40,40,20,2023,"2,3",2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
UNO,2223,4,0,0,0,0,0,0,0,0,0,0,3,,,,,,141722743,5.34825,5.47817,1.1008,30049,72163,thing,UNO,2,10,30,30,30,1971,"3,4,5,6,7,8","4,5,6",5+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Unpublished Prototype,18291,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115344632,5.87299,6.72365,2.5641,4053,2367,thing,Unpublished Prototype,0,0,0,0,0,0,,,8+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
Unrest,387248,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115344255,5.63004,6.53647,2,8013,600,thing,Unrest,2,2,20,20,10,2023,2,2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Unstable Unicorns,234190,2,0,0,0,0,0,0,0,0,0,0,3,,,,,,141722766,5.94242,6.23075,1.4904,3519,33547,thing,Unstable Unicorns,2,8,60,60,30,2017,"3,4,5,6","4,5",8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Unstoppable,420498,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,142620182,6.53968,8.36499,3.0189,1219,3717,thing,Unstoppable,1,2,90,90,30,2025,"1,2",1,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Up Too High,434421,7,1,0,1,0,0,0,0,0,0,0,3,,,,,,138267025,0,6.18481,2.25,0,71,thing,Up Too High,2,5,40,40,40,2024,"2,3,4,5","3,4",,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Utsuke,433464,8,1,0,1,0,0,0,0,0,0,0,3,,,,,,126320815,5.53916,7.18091,2,14655,129,thing,Utsuke,2,5,30,30,30,2024,"4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Vale of Eternity,385529,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115344581,7.13401,7.59523,2.1454,356,14638,thing,The Vale of Eternity,2,4,45,45,30,2023,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Valencia,430614,0,0,0,0,0,0,0,0,0,1,0,3,,,,,,126315149,5.51596,6.62667,3,20378,142,thing,Valencia,2,5,90,90,60,2025,"3,4,5",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vampire Nights,418177,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,127320002,5.5324,6.75269,2,15907,206,thing,Vampire Nights,2,4,45,45,30,2024,"3,4","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vampire Queen,191073,0,0,0,1,0,0,0,0,1,0,0,1,,,,,,126326254,5.71579,6.47038,1.0833,5938,1618,thing,Vampire Queen,3,12,30,30,30,2016,"4,5,6,7,8","5,6",6,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vampire: The Masquerade ??Vendetta,245659,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,108389706,6.03099,7.16769,2.7317,2975,2846,thing,Vampire: The Masquerade ??Vendetta,3,6,30,30,30,2020,"3,4,5",4,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Vampyre Hearts: A Trick-Taking Game,332756,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126317550,0,6.36,0,0,45,thing,Vampyre Hearts: A Trick-Taking Game,3,5,60,60,15,2018,4,4,,,,,,,,standalone,,,,,,,,,,,,,,,
Vanuatu (Second Edition),193927,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71820260,6.21985,7.52384,3.322,0,2230,thing,Vanuatu (Second Edition),2,5,90,90,60,2016,"3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vedur,377479,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,115344443,0,6.625,2,0,77,thing,Vedur,2,4,80,80,20,2023,"2,3","2,3",10,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vegeterrors,413075,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126321037,5.54488,6.98889,2,13777,185,thing,Vegeterrors,3,4,50,50,30,2023,"3,4",3,,,,,,,,standalone,,,,,,,,,,,,,,,
Veiled Fate,315695,2,1,0,0,0,0,0,0,1,0,0,3,,,,,,78044497,6.39134,7.51141,2.2344,1598,4269,thing,Veiled Fate,2,8,90,90,60,2022,"2,3,4,5,6,7,8",6,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Velonimo,323262,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,91132590,5.9581,6.7281,1.2,3415,3727,thing,Velonimo,2,5,40,40,30,2020,"2,3,4,5",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Velonimo: Tour de France,398906,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,133448747,0,5.4,0,0,53,thing,Velonimo: Tour de France,2,4,20,20,20,2023,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Venture Angels,255695,0,2,0,1,0,0,0,0,0,0,0,3,,,,,,137326751,5.52678,6.30263,1,17218,166,thing,Venture Angels,3,5,20,20,20,2018,"2,3,4,5",3,8+,,,,,,,standalone,,,,,,,,,,,,,,,
Verdun,411937,0,1,0,1,0,0,0,0,1,0,0,3,,,,,,132322106,5.54644,6.85316,1.75,13560,224,thing,Verdun,2,4,30,30,30,2025,"2,4",4,14,,,,,,,standalone,,,,,,,,,,,,,,,
Via Magica,300936,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,83454955,6.0631,6.74899,1.4898,2820,2733,thing,Via Magica,2,6,30,30,30,2020,"2,3,4,5,6","3,4",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Via Nebula,191231,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82760461,6.51135,7.01017,2.2536,1287,6723,thing,Via Nebula,2,4,60,60,45,2016,"2,3,4","3,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Viceroy,157526,6.6,0,0,0,0,0,0,0,1,0,0,3,,,,,,72596582,6.39889,6.77989,2.6398,1574,9986,thing,Viceroy,1,4,60,60,45,2014,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Video Game Champion,234432,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,142882788,5.87672,7.36055,2.9,4012,1398,thing,Video Game Champion,2,5,90,90,50,2023,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vidrasso,351666,0,0,0,1,0,0,0,0,1,0,0,1,,,,,,126326263,5.57368,6.83295,2,10916,47,thing,Vidrasso,2,2,40,40,20,2021,2,2,,,,,,,,standalone,,,,,,,,,,,,,,,
Vienna,171492,0,0,0,0,0,0,1,1,0,0,0,3,,,,,,74725865,5.75506,6.54648,2.2,5317,1618,thing,Vienna,3,5,30,30,30,2015,"3,4,5",5,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vienna,368974,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115344149,5.74237,7.35276,3.0588,5497,931,thing,Vienna,2,4,90,90,30,2023,"2,3,4",4,12+,,,,,,,standalone,,,,,,,,,,,,,,,
Viking Raiders,331408,0,1,0,0,0,0,0,0,1,0,0,3,,,,,,140928706,5.68816,7.2483,1.8,6480,921,thing,Viking Raiders,2,5,60,60,30,2022,"2,3,4,5","4,5",10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Vikings,27173,7,0,0,0,0,0,0,0,1,0,0,3,,,,,,73350962,6.85498,7.24193,2.5414,677,8517,thing,Vikings,2,4,60,60,60,2007,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Village,104006,0,0,0,0,0,0,1,1,0,0,0,3,,,,,,73223088,7.28496,7.4851,3.0599,245,31358,thing,Village,2,4,90,90,60,2011,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Village Pillage,247342,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,105782299,6.01419,7.26461,1.3571,3061,2292,thing,Village Pillage,2,5,20,20,20,2019,"2,3,4,5","3,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Village Pillage: Expansion Pack,273484,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,105782300,5.56065,7.86441,2,0,450,thing,Village Pillage: Expansion Pack,2,6,0,0,0,2019,"2,3,4,5,6","3,4,5",10+,,,,,,,expansion,,,,,,,,,,,,,,,
Village Rails,358085,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,134899566,6.22824,7.21935,2.1628,2110,3326,thing,Village Rails,2,4,45,45,45,2022,"2,3,4",3,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Village: Inn,136223,0,0,0,0,0,0,1,1,0,0,0,3,,,,,,76770380,6.82913,7.82498,2.9852,0,9574,thing,Village: Inn,2,5,120,120,60,2013,"2,3,4,5",4,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Village: Port,155996,0,0,0,0,0,0,1,1,0,0,0,3,,,,,,73223165,6.63544,7.9326,3.0312,0,7666,thing,Village: Port,2,5,90,90,90,2014,"2,3,4,5",4,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Vinhos Deluxe Edition: Connoisseur Expansion Pack,207812,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96744617,5.72047,8.11181,4.3333,0,2271,thing,Vinhos Deluxe Edition: Connoisseur Expansion Pack,1,4,135,135,60,2016,"2,3,4",4,14+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Vinhos Deluxe Edition: Expansion Bundle,339951,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96744622,5.63405,8.26016,3.6667,0,1134,thing,Vinhos Deluxe Edition: Expansion Bundle,1,4,135,135,60,2020,4,3,14,,,,,,,expansion,,,,,,,,,,,,,,,
Vinhos Deluxe Edition: Experts Expansion Pack,207816,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96744624,5.73055,8.18235,4,0,2263,thing,Vinhos Deluxe Edition: Experts Expansion Pack,1,4,135,135,60,2016,"2,3,4",4,14+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Vinhos Deluxe Edition: Islands Expansion Pack,207818,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96744626,5.71181,8.03564,3.8,0,2189,thing,Vinhos Deluxe Edition: Islands Expansion Pack,1,4,135,135,60,2016,"2,3,4",4,14+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Vinhos Deluxe Edition: Tasting Room Expansion Pack,207820,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96744628,5.70109,7.83528,3.75,0,2175,thing,Vinhos Deluxe Edition: Tasting Room Expansion Pack,1,4,135,135,60,2016,"2,3,4",4,14+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Vinhos: Deluxe Edition,175640,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,74118027,7.4534,8.06041,3.9904,152,13687,thing,Vinhos: Deluxe Edition,1,4,180,180,90,2016,"1,2,3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Viscounts of the West Kingdom,296151,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81880885,7.36956,7.79936,3.458,194,22511,thing,Viscounts of the West Kingdom,1,4,90,90,60,2020,"1,2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Viticulture,128621,0,0,0,0,0,0,1,1,0,0,0,1,,,,,,76101740,7.18102,7.47299,2.9526,315,13046,thing,Viticulture,2,6,90,90,90,2013,"2,3,4,5","3,4",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Viticulture Essential Edition,183394,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,72657695,7.80868,7.96026,2.8995,44,76950,thing,Viticulture Essential Edition,1,6,90,90,45,2015,"1,2,3,4,5","3,4",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Viticulture: Tuscany,147101,0,0,0,0,0,0,1,1,0,0,0,1,,,,,,76101746,7.06296,8.37885,3.3833,0,6939,thing,Viticulture: Tuscany,1,6,120,120,60,2014,"1,2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Viticulture: Tuscany Essential Edition,202174,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,78786304,8.00019,8.53471,3.2508,0,32594,thing,Viticulture: Tuscany Essential Edition,1,6,150,150,60,2016,"1,2,3,4,5,6",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
VIVO,420242,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126319461,5.81329,7.21858,1.3125,4599,1443,thing,VIVO,3,4,30,30,20,2024,"3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Voidfall,337627,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115548629,7.62685,8.51281,4.6042,87,12475,thing,Voidfall,1,4,240,240,90,2023,"1,2,3,4",1,16+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
VOIDN135,442643,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,132956682,0,5.66667,0,0,10,thing,VOIDN135,4,5,40,0,40,2024,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Volltreffer,1271,0,1,0,1,0,0,0,0,1,0,0,3,,,,,,130826173,5.60467,6.80596,1.8333,9058,362,thing,Volltreffer,3,5,30,30,30,1999,"3,4,5",3,10+,,,,,,,standalone,,,,,,,,,,,,,,,
Voodoo Mania,136249,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,72595846,5.45482,5.16636,1.2727,29537,836,thing,Voodoo Mania,2,6,10,10,10,2013,"2,3,4,5,6",2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Voodoo Prince,234248,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126320831,6.04247,7.0844,1.6,2920,1846,thing,Voodoo Prince,2,5,20,20,20,2017,"3,4,5",5,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Voyages,350736,8,0,0,0,0,0,0,0,0,0,0,3,,,,,,141723473,6.31463,7.38046,1.7937,1799,4701,thing,Voyages,1,100,30,30,20,2021,"1,2,3,4,5,6,7,8","1,2,3",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Voyages of Marco Polo,171623,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126314233,7.54656,7.76655,3.1791,118,27841,thing,The Voyages of Marco Polo,2,4,100,100,40,2015,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Voynich Puzzle,439983,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,137873482,5.84907,7.44915,3.8657,4257,1649,thing,The Voynich Puzzle,1,4,120,120,90,2025,"2,3,4",3,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vroom Vroom Quokka,445644,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,133448153,5.50874,8.21951,1.3333,22768,52,thing,Vroom Vroom Quokka,2,4,20,20,20,2025,"2,3","2,3",,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Wabash Cannonball,31730,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126211325,6.87632,7.25484,2.7743,645,9265,thing,Wabash Cannonball,2,6,60,60,30,2007,"3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Waffle Time,383758,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,126315570,5.69665,6.72082,2.25,6293,1167,thing,Waffle Time,1,4,30,30,25,2023,"1,2,3,4","1,2",8,,,,,,,standalone,,,,,,,,,,,,,,,
Walking in Burano: Roll & Write,385417,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,115344512,5.53249,6.97931,0,15893,151,thing,Walking in Burano: Roll & Write,1,4,45,45,30,2023,"1,2",2,10+,,,,,,,standalone,,,,,,,,,,,,,,,
Walking in Osaka,448055,0,1,0,0,0,0,0,0,1,0,0,3,,,,,,137028950,5.51976,6.76977,2,19196,146,thing,Walking in Osaka,1,4,30,30,15,2025,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Walking in Provence,286145,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,90989072,5.66723,6.85263,1.75,6960,638,thing,Walking in Provence,2,5,30,30,20,2019,"2,3,4,5","2,3",12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Wandering Towers,355483,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102936960,6.81457,7.33645,1.5909,730,11758,thing,Wandering Towers,1,6,30,30,30,2022,"3,4,5,6","4,5",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
War Chest,249259,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,75886282,7.39094,7.82605,2.3216,182,17979,thing,War Chest,2,4,30,30,30,2018,"2,4",2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
War Chest: Nobility,284444,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,78162615,6.45859,8.22997,2.3333,0,6381,thing,War Chest: Nobility,2,4,60,60,30,2019,"2,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
War Chest: Siege,324656,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,78162616,6.19619,8.14808,2.3684,0,5001,thing,War Chest: Siege,2,4,60,60,30,2021,"2,4","2,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,,,,,,,,,,,
The War Chronicles of Ganymede Zero PLUS,409324,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,131837068,0,8.04,0,0,31,thing,The War Chronicles of Ganymede Zero PLUS,2,4,30,30,20,2023,,,,,,,,,,standalone,,,,,,,,,,,,,,,
War of Tarot,371558,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,126317712,0,8.13333,1.5,0,32,thing,War of Tarot,2,4,16,16,8,2022,"2,3,4",2,,,,,,,,standalone,,,,,,,,,,,,,,,
A War of Whispers,253499,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,72864798,6.69996,7.28462,2.5658,908,8292,thing,A War of Whispers,2,4,60,60,30,2019,"2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
A War of Whispers: Dark Alliances,310150,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,81644362,5.64295,7.25704,2,0,1560,thing,A War of Whispers: Dark Alliances,2,4,60,60,30,2020,"2,3,4",4,,,,,,,,expansion,,,,,,,,,,,,,,,
Warsaw: City of Ruins,206803,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,72639429,6.36256,7.28937,2.1905,1665,2898,thing,Warsaw: City of Ruins,2,4,60,60,60,2016,"2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Was sticht?,155,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,72595981,5.83521,6.9745,2.377,4389,1080,thing,Was sticht?,3,4,60,60,60,1993,"3,4",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Wastelandia: A Co-op & Solo Boss Battler,368294,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115344711,5.50089,5.6625,0,25144,12,thing,Wastelandia: A Co-op & Solo Boss Battler,1,4,90,90,30,2024,"1,2,3,4","2,3",,,,,,,,standalone,,,,,,,,,,,,,,,
Waterfall Park,396618,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115344028,5.98103,7.02612,1.9545,3266,2763,thing,Waterfall Park,3,5,45,45,45,2023,"4,5",5,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Wavelength,262543,6,0,0,0,0,0,1,1,0,0,0,3,,,,,,73047069,6.97594,7.20209,1.1139,523,32002,thing,Wavelength,2,12,45,45,30,2019,"4,5,6,7,8,9,10,11,12","6,8",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Wayfarers of the South Tigris,350316,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126314159,7.15071,7.78488,3.8099,343,13166,thing,Wayfarers of the South Tigris,1,4,90,90,60,2022,"1,2,3",2,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Waypoints,388329,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115343748,6.01273,7.6463,2.2917,3068,2230,thing,Waypoints,1,100,40,40,20,2023,"1,2,3,4,5","1,2",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Weather Machine,237179,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126315045,6.83405,7.68726,4.5564,708,8983,thing,Weather Machine,2,4,150,150,60,2022,"1,2,3,4",3,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Weimar: The Fight for Democracy,265537,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115344769,6.18833,8.33069,4,2263,1473,thing,Weimar: The Fight for Democracy,4,4,360,360,180,2023,4,4,16+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Welcome Back to the Dungeon,195043,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126316861,6.27653,6.6898,1.3056,1933,10806,thing,Welcome Back to the Dungeon,2,4,30,30,30,2016,"2,3,4","3,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Welcome to the Dungeon,150312,6.6,0,0,0,0,0,0,0,1,0,0,3,,,,,,72596055,6.37251,6.52728,1.2358,1643,27387,thing,Welcome to the Dungeon,2,4,30,30,30,2013,"2,3,4",3,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Welcome to the Moon,339789,0,2,0,1,0,0,0,0,0,0,0,3,,,,,,126312534,7.35178,7.86101,2.4648,212,20103,thing,Welcome to the Moon,1,6,30,30,25,2021,"1,2,3,4,5,6","2,3,4",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Welcome To...,233867,8,0,0,1,0,0,0,0,0,0,0,3,,,,,,73090390,7.35272,7.50842,1.8412,210,54154,thing,Welcome To...,1,100,25,25,25,2018,"1,2,3,4,5,6,7,8,9,10","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Welcome To... Mini,260937,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312523,5.53848,6.9,2,14762,153,thing,Welcome To... Mini,1,6,25,25,25,2018,"1,2,3,4","2,3",10+,,,,,,,standalone,,,,,,,,,,,,,,,
Welcome To...: Collector's Edition,392449,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126312527,6.35903,8.28936,2.0968,1670,3305,thing,Welcome To...: Collector's Edition,1,6,25,25,25,2023,"1,2,3,4,5,6","2,3,4,5,6",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Welcome To...: Doomsday Thematic Neighborhood,265375,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126312541,5.79696,7.45649,1.6667,0,3604,thing,Welcome To...: Doomsday Thematic Neighborhood,1,100,25,25,25,2019,"1,2,3,4,5,6","2,3,4,5,6",8+,,,,,,,expansion,,,,,,,,,,,,,,,
Welcome To...: Dry Erase Expansions,342515,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126312546,5.59864,7.97901,0,0,942,thing,Welcome To...: Dry Erase Expansions,1,4,25,25,25,2020,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Welcome To...: Easter Egg Hunt & Doomsday Thematic Neighborhoods,271874,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,76293601,5.86409,7.27008,1.9167,0,3109,thing,Welcome To...: Easter Egg Hunt & Doomsday Thematic Neighborhoods,1,50,25,25,25,2019,"1,2,3,4,5,6,7,8,9,10","1,2,3,4,5",8+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Welcome To...: Halloween & Christmas Lights Thematic Neighborhoods,283991,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,76326273,5.77104,7.49576,2,0,1758,thing,Welcome To...: Halloween & Christmas Lights Thematic Neighborhoods,1,50,25,25,25,2019,"1,2,3,4,5,6","1,2,3,4,5,6",8+,,,,,,,expansion,,,,,,,,,,,,,,,
